4.5,6.3299,1.768,1
4.4749,6.3147,1.8085,1
4.4495,6.2992,1.8487,1
4.4239,6.2834,1.8886,1
4.398,6.2672,1.9282,1
4.3719,6.2508,1.9676,1
4.3456,6.234,2.0066,1
4.319,6.2168,2.0454,1
4.2922,6.1994,2.0838,1
4.2652,6.1816,2.1219,1
4.2379,6.1635,2.1597,1
4.2104,6.1451,2.1972,1
4.1827,6.1264,2.2344,1
4.1548,6.1074,2.2712,1
4.1267,6.088,2.3078,1
4.0983,6.0684,2.344,1
4.0698,6.0484,2.3798,1
4.041,6.0281,2.4154,1
4.012,6.0076,2.4505,1
3.9829,5.9867,2.4854,1
3.9535,5.9655,2.5199,1
3.9239,5.9441,2.554,1
3.8942,5.9223,2.5878,1
3.8642,5.9003,2.6212,1
3.8341,5.8779,2.6543,1
3.8038,5.8553,2.6869,1
3.7733,5.8324,2.7193,1
3.7426,5.8092,2.7512,1
3.7117,5.7857,2.7828,1
3.6807,5.762,2.814,1
3.6495,5.7379,2.8448,1
3.6182,5.7136,2.8753,1
3.5867,5.6891,2.9053,1
3.555,5.6642,2.935,1
3.5232,5.6391,2.9642,1
3.4912,5.6137,2.9931,1
3.4591,5.5881,3.0216,1
3.4268,5.5622,3.0496,1
3.3944,5.5361,3.0773,1
3.3618,5.5096,3.1045,1
3.3291,5.483,3.1314,1
3.2963,5.4561,3.1578,1
3.2633,5.4289,3.1838,1
3.2302,5.4015,3.2094,1
3.197,5.3739,3.2346,1
3.1637,5.346,3.2593,1
3.1303,5.3179,3.2837,1
3.0967,5.2896,3.3075,1
3.063,5.261,3.331,1
3.0293,5.2322,3.354,1
2.9954,5.2032,3.3766,1
2.9614,5.174,3.3988,1
2.9273,5.1445,3.4205,1
2.8932,5.1149,3.4418,1
2.8589,5.085,3.4626,1
2.8246,5.0549,3.483,1
2.7902,5.0246,3.503,1
2.7557,4.9941,3.5224,1
2.7211,4.9634,3.5415,1
2.6864,4.9325,3.5601,1
2.6517,4.9014,3.5782,1
2.617,4.8702,3.5959,1
2.5821,4.8387,3.6131,1
2.5472,4.8071,3.6298,1
2.5123,4.7752,3.6461,1
2.4772,4.7432,3.6619,1
2.4422,4.7111,3.6773,1
2.4071,4.6787,3.6921,1
2.3719,4.6462,3.7066,1
2.3368,4.6135,3.7205,1
2.3016,4.5807,3.734,1
2.2663,4.5477,3.747,1
2.2311,4.5145,3.7595,1
2.1958,4.4812,3.7716,1
2.1605,4.4477,3.7831,1
2.1251,4.4141,3.7942,1
2.0898,4.3804,3.8048,1
2.0544,4.3465,3.815,1
2.0191,4.3125,3.8246,1
1.9837,4.2784,3.8338,1
1.9484,4.2441,3.8425,1
1.913,4.2097,3.8507,1
1.8777,4.1752,3.8584,1
1.8424,4.1405,3.8656,1
1.807,4.1058,3.8724,1
1.7718,4.0709,3.8786,1
1.7365,4.036,3.8844,1
1.7012,4.0009,3.8897,1
1.666,3.9657,3.8945,1
1.6309,3.9305,3.8988,1
1.5957,3.8951,3.9026,1
1.5606,3.8596,3.9059,1
1.5255,3.8241,3.9087,1
1.4905,3.7885,3.9111,1
1.4556,3.7528,3.9129,1
1.4207,3.717,3.9143,1
1.3858,3.6812,3.9152,1
1.351,3.6453,3.9155,1
1.3163,3.6093,3.9154,1
1.2817,3.5732,3.9148,1
1.2471,3.5371,3.9137,1
1.2126,3.501,3.9121,1
1.1781,3.4648,3.91,1
1.1438,3.4285,3.9075,1
1.1095,3.3923,3.9044,1
1.0754,3.3559,3.9009,1
1.0413,3.3196,3.8968,1
1.0073,3.2832,3.8923,1
0.97343,3.2467,3.8873,1
0.93965,3.2103,3.8817,1
0.90597,3.1738,3.8757,1
0.87241,3.1373,3.8693,1
0.83896,3.1008,3.8623,1
0.80562,3.0643,3.8548,1
0.7724,3.0278,3.8469,1
0.73931,2.9913,3.8384,1
0.70634,2.9548,3.8295,1
0.6735,2.9183,3.8201,1
0.6408,2.8818,3.8103,1
0.60823,2.8453,3.7999,1
0.5758,2.8088,3.7891,1
0.54351,2.7723,3.7777,1
0.51137,2.7359,3.7659,1
0.47937,2.6995,3.7537,1
0.44753,2.6631,3.7409,1
0.41584,2.6267,3.7277,1
0.38432,2.5904,3.714,1
0.35295,2.5542,3.6998,1
0.32175,2.5179,3.6852,1
0.29071,2.4818,3.6701,1
0.25985,2.4456,3.6545,1
0.22916,2.4096,3.6385,1
0.19865,2.3736,3.622,1
0.16832,2.3376,3.605,1
0.13817,2.3017,3.5876,1
0.10821,2.2659,3.5697,1
0.078435,2.2302,3.5514,1
0.048854,2.1945,3.5326,1
0.019468,2.1589,3.5133,1
-0.0097196,2.1234,3.4936,1
-0.038706,2.088,3.4735,1
-0.067489,2.0527,3.4529,1
-0.096066,2.0175,3.4318,1
-0.12443,1.9824,3.4104,1
-0.15259,1.9474,3.3884,1
-0.18053,1.9124,3.3661,1
-0.20825,1.8776,3.3433,1
-0.23575,1.8429,3.32,1
-0.26302,1.8084,3.2964,1
-0.29007,1.7739,3.2723,1
-0.31689,1.7396,3.2477,1
-0.34348,1.7053,3.2228,1
-0.36984,1.6713,3.1974,1
-0.39596,1.6373,3.1716,1
-0.42184,1.6035,3.1454,1
-0.44747,1.5698,3.1188,1
-0.47286,1.5363,3.0918,1
-0.49801,1.5029,3.0643,1
-0.5229,1.4697,3.0365,1
-0.54755,1.4366,3.0082,1
-0.57193,1.4037,2.9796,1
-0.59606,1.3709,2.9505,1
-0.61993,1.3383,2.9211,1
-0.64354,1.3059,2.8912,1
-0.66689,1.2736,2.861,1
-0.68996,1.2415,2.8304,1
-0.71277,1.2096,2.7994,1
-0.73531,1.1778,2.768,1
-0.75757,1.1463,2.7362,1
-0.77956,1.1149,2.7041,1
-0.80127,1.0837,2.6716,1
-0.8227,1.0527,2.6387,1
-0.84385,1.0219,2.6055,1
-0.86471,0.99132,2.5719,1
-0.88529,0.96092,2.538,1
-0.90558,0.93073,2.5037,1
-0.92558,0.90074,2.469,1
-0.94528,0.87096,2.434,1
-0.96469,0.8414,2.3987,1
-0.98381,0.81205,2.363,1
-1.0026,0.78292,2.327,1
-1.0211,0.75401,2.2906,1
-1.0394,0.72532,2.2539,1
-1.0573,0.69686,2.2169,1
-1.0749,0.66864,2.1796,1
-1.0922,0.64064,2.142,1
-1.1092,0.61289,2.104,1
-1.1258,0.58537,2.0657,1
-1.1422,0.55809,2.0272,1
-1.1582,0.53106,1.9883,1
-1.174,0.50427,1.9491,1
-1.1894,0.47773,1.9096,1
-1.2045,0.45145,1.8699,1
-1.2193,0.42542,1.8298,1
-1.2337,0.39965,1.7895,1
-1.2479,0.37413,1.7489,1
-1.2617,0.34888,1.708,1
-1.2751,0.3239,1.6668,1
-1.2883,0.29918,1.6254,1
-1.3011,0.27474,1.5837,1
-1.3136,0.25056,1.5418,1
-1.3258,0.22666,1.4996,1
-1.3376,0.20304,1.4571,1
-1.3491,0.1797,1.4144,1
-1.3603,0.15664,1.3715,1
-1.3711,0.13386,1.3283,1
-1.3816,0.11137,1.2849,1
-1.3917,0.089171,1.2413,1
-1.4015,0.067262,1.1974,1
-1.411,0.045646,1.1533,1
-1.4201,0.024325,1.109,1
-1.4289,0.0033016,1.0645,1
-1.4374,-0.017422,1.0198,1
-1.4455,-0.037844,0.9749,1
-1.4532,-0.057962,0.92979,1
-1.4606,-0.077774,0.88448,1
-1.4677,-0.097279,0.83899,1
-1.4744,-0.11647,0.79331,1
-1.4808,-0.13536,0.74745,1
-1.4868,-0.15393,0.70142,1
-1.4925,-0.17218,0.65522,1
-1.4978,-0.19012,0.60885,1
-1.5028,-0.20774,0.56233,1
-1.5074,-0.22503,0.51564,1
-1.5117,-0.24201,0.46881,1
-1.5156,-0.25866,0.42183,1
-1.5192,-0.27498,0.3747,1
-1.5224,-0.29098,0.32744,1
-1.5253,-0.30665,0.28004,1
-1.5278,-0.32198,0.23252,1
-1.53,-0.33699,0.18487,1
-1.5318,-0.35166,0.13711,1
-1.5332,-0.366,0.089232,1
-1.5343,-0.38,0.041245,1
-1.5351,-0.39366,-0.0068465,1
-1.5355,-0.40698,-0.055037,1
-1.5355,-0.41996,-0.10332,1
-1.5352,-0.4326,-0.1517,1
-1.5345,-0.4449,-0.20016,1
-1.5335,-0.45685,-0.2487,1
-1.5321,-0.46846,-0.29731,1
-1.5304,-0.47972,-0.346,1
-1.5283,-0.49063,-0.39475,1
-1.5259,-0.50119,-0.44356,1
-1.5231,-0.5114,-0.49242,1
-1.52,-0.52126,-0.54134,1
-1.5165,-0.53077,-0.5903,1
-1.5127,-0.53993,-0.63931,1
-1.5085,-0.54873,-0.68835,1
-1.5039,-0.55718,-0.73742,1
-1.499,-0.56527,-0.78652,1
-1.4938,-0.573,-0.83564,1
-1.4882,-0.58038,-0.88477,1
-1.4823,-0.5874,-0.93392,1
-1.476,-0.59406,-0.98307,1
-1.4693,-0.60036,-1.0322,1
-1.4624,-0.60631,-1.0814,1
-1.455,-0.61189,-1.1305,1
-1.4474,-0.61711,-1.1797,1
-1.4393,-0.62196,-1.2288,1
-1.431,-0.62646,-1.2779,1
-1.4223,-0.63059,-1.3269,1
-1.4132,-0.63436,-1.3759,1
-1.4038,-0.63777,-1.4249,1
-1.3941,-0.64081,-1.4739,1
-1.384,-0.64349,-1.5228,1
-1.3736,-0.6458,-1.5716,1
-1.3629,-0.64775,-1.6204,1
-1.3518,-0.64934,-1.6692,1
-1.3404,-0.65056,-1.7178,1
-1.3286,-0.65141,-1.7664,1
-1.3165,-0.6519,-1.8149,1
-1.3041,-0.65203,-1.8634,1
-1.2914,-0.65179,-1.9117,1
-1.2783,-0.65118,-1.96,1
-1.2649,-0.65021,-2.0081,1
-1.2512,-0.64887,-2.0562,1
-1.2371,-0.64717,-2.1041,1
-1.2227,-0.64511,-2.152,1
-1.208,-0.64268,-2.1997,1
-1.193,-0.63988,-2.2473,1
-1.1777,-0.63673,-2.2948,1
-1.162,-0.6332,-2.3422,1
-1.1461,-0.62932,-2.3894,1
-1.1298,-0.62507,-2.4365,1
-1.1132,-0.62046,-2.4834,1
-1.0963,-0.61549,-2.5302,1
-1.079,-0.61015,-2.5768,1
-1.0615,-0.60446,-2.6233,1
-1.0437,-0.5984,-2.6696,1
-1.0255,-0.59199,-2.7158,1
-1.0071,-0.58521,-2.7617,1
-0.98833,-0.57808,-2.8075,1
-0.96929,-0.57059,-2.8532,1
-0.94995,-0.56274,-2.8986,1
-0.93031,-0.55454,-2.9438,1
-0.91038,-0.54598,-2.9889,1
-0.89016,-0.53706,-3.0338,1
-0.86966,-0.52779,-3.0784,1
-0.84886,-0.51817,-3.1228,1
-0.82778,-0.5082,-3.1671,1
-0.80642,-0.49788,-3.2111,1
-0.78477,-0.4872,-3.2549,1
-0.76285,-0.47618,-3.2984,1
-0.74065,-0.46481,-3.3418,1
-0.71818,-0.45309,-3.3849,1
-0.69544,-0.44103,-3.4277,1
-0.67242,-0.42863,-3.4704,1
-0.64914,-0.41588,-3.5127,1
-0.6256,-0.40279,-3.5549,1
-0.60179,-0.38936,-3.5967,1
